minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
1052,812,07,Consumer purchases,2351928449,0.023546
1052,812,08,Professional and personal care services,466716322,0.004672
1052,812,09,Household services,105506445,0.001056
1052,812,10,Government services and civic obligations,4829683,0.000048
1052,812,11,Eating and drinking,11737007881,0.117504
1052,812,12,"Socializing, relaxing, and leisure",31174164166,0.312098
1052,812,13,"Sports, exercise, and recreation",2331700388,0.023344
1052,812,14,Religious and spiritual activities,540299788,0.005409
1052,812,15,Volunteer activities,661515373,0.006623
1052,812,16,Telephone calls,927585459,0.009286
1052,812,18,Traveling,10074629273,0.100861
1052,812,50,Insufficient detail,848986903,0.0085
1053,813,01,Personal care (incl. sleep),5833814286,0.058405
1053,813,02,Household activities,15999696453,0.16018
1053,813,03,Caring for and helping household members,2832729101,0.02836
1053,813,04,Caring for and helping nonhousehold members,1068475353,0.010697
1053,813,05,Work and work-related activities,11260578614,0.112734
1053,813,06,Education,1657428880,0.016593
1053,813,07,Consumer purchases,2339661161,0.023423
1053,813,08,Professional and personal care services,466716322,0.004672
1053,813,09,Household services,112144523,0.001123
1053,813,10,Government services and civic obligations,4829683,0.000048
1053,813,11,Eating and drinking,11794171130,0.118076
1053,813,12,"Socializing, relaxing, and leisure",31206866286,0.312425
1053,813,13,"Sports, exercise, and recreation",2336880518,0.023395
1053,813,14,Religious and spiritual activities,540299788,0.005409
1053,813,15,Volunteer activities,661515373,0.006623
1053,813,16,Telephone calls,927585459,0.009286
1053,813,18,Traveling,9998253600,0.100097
1053,813,50,Insufficient detail,844322387,0.008453
1054,814,01,Personal care (incl. sleep),5797697223,0.058043
1054,814,02,Household activities,16040413698,0.160587
1054,814,03,Caring for and helping household members,2845026872,0.028483
1054,814,04,Caring for and helping nonhousehold members,1068475353,0.010697
1054,814,05,Work and work-related activities,11274246442,0.112871
1054,814,06,Education,1657428880,0.016593
1054,814,07,Consumer purchases,2344750307,0.023474
1054,814,08,Professional and personal care services,466716322,0.004672
1054,814,09,Household services,112144523,0.001123
1054,814,10,Government services and civic obligations,4829683,0.000048
1054,814,11,Eating and drinking,11799603283,0.118131
1054,814,12,"Socializing, relaxing, and leisure",31201952755,0.312376
1054,814,13,"Sports, exercise, and recreation",2336880518,0.023395
1054,814,14,Religious and spiritual activities,540299788,0.005409
1054,814,15,Volunteer activities,661515373,0.006623
1054,814,16,Telephone calls,927585459,0.009286
1054,814,18,Traveling,9962080052,0.099735
1054,814,50,Insufficient detail,844322387,0.008453
1055,815,01,Personal care (incl. sleep),5779086466,0.057857
1055,815,02,Household activities,16272792875,0.162914
1055,815,03,Caring for and helping household members,2807851537,0.028111
1055,815,04,Caring for and helping nonhousehold members,1037870578,0.010391
1055,815,05,Work and work-related activities,11279897948,0.112928
1055,815,06,Education,1610959316,0.016128
1055,815,07,Consumer purchases,2411663258,0.024144
1055,815,08,Professional and personal care services,441263362,0.004418
1055,815,09,Household services,112144523,0.001123
1055,815,10,Government services and civic obligations,4829683,0.000048
1055,815,11,Eating and drinking,11859815884,0.118734
1055,815,12,"Socializing, relaxing, and leisure",31269760382,0.313055
1055,815,13,"Sports, exercise, and recreation",2363012448,0.023657
1055,815,14,Religious and spiritual activities,505780085,0.005064
1055,815,15,Volunteer activities,697760201,0.006986
1055,815,16,Telephone calls,940123953,0.009412
1055,815,18,Traveling,9589571458,0.096005
1055,815,50,Insufficient detail,901784960,0.009028
1056,816,01,Personal care (incl. sleep),5779086466,0.057857
1056,816,02,Household activities,16290183175,0.163088
1056,816,03,Caring for and helping household members,2809091849,0.028123
1056,816,04,Caring for and helping nonhousehold members,1030833752,0.01032
1056,816,05,Work and work-related activities,11266230120,0.112791
1056,816,06,Education,1610959316,0.016128
1056,816,07,Consumer purchases,2377533465,0.023802
1056,816,08,Professional and personal care services,441263362,0.004418
1056,816,09,Household services,112144523,0.001123
1056,816,10,Government services and civic obligations,4829683,0.000048
1056,816,11,Eating and drinking,11950809101,0.119645
1056,816,12,"Socializing, relaxing, and leisure",31237566383,0.312732
1056,816,13,"Sports, exercise, and recreation",2363012448,0.023657
1056,816,14,Religious and spiritual activities,505780085,0.005064
1056,816,15,Volunteer activities,697760201,0.006986
1056,816,16,Telephone calls,937689349,0.009388
1056,816,18,Traveling,9569410679,0.095803
1056,816,50,Insufficient detail,901784960,0.009028
1057,817,01,Personal care (incl. sleep),5828241959,0.058349
1057,817,02,Household activities,16182648235,0.162011
1057,817,03,Caring for and helping household members,2772489342,0.027757
1057,817,04,Caring for and helping nonhousehold members,1040658980,0.010418
1057,817,05,Work and work-related activities,11266230120,0.112791
1057,817,06,Education,1610959316,0.016128
1057,817,07,Consumer purchases,2390130292,0.023929
1057,817,08,Professional and personal care services,441263362,0.004418
1057,817,09,Household services,112144523,0.001123
1057,817,10,Government services and civic obligations,4829683,0.000048
1057,817,11,Eating and drinking,11980175420,0.119939
1057,817,12,"Socializing, relaxing, and leisure",31283967837,0.313197
1057,817,13,"Sports, exercise, and recreation",2296041818,0.022987
1057,817,14,Religious and spiritual activities,505780085,0.005064
1057,817,15,Volunteer activities,701483744,0.007023
1057,817,16,Telephone calls,941127610,0.009422
1057,817,18,Traveling,9601173078,0.096121
1057,817,50,Insufficient detail,926623513,0.009277
1058,818,01,Personal care (incl. sleep),5856008142,0.058627
1058,818,02,Household activities,16194125709,0.162126
1058,818,03,Caring for and helping household members,2730678952,0.027338
1058,818,04,Caring for and helping nonhousehold members,1040658980,0.010418
1058,818,05,Work and work-related activities,11266230120,0.112791
1058,818,06,Education,1610959316,0.016128
1058,818,07,Consumer purchases,2325689913,0.023283
1058,818,08,Professional and personal care services,417618886,0.004181
1058,818,09,Household services,98289007,0.000984
1058,818,10,Government services and civic obligations,4829683,0.000048
1058,818,11,Eating and drinking,12006098735,0.120198
1058,818,12,"Socializing, relaxing, and leisure",31327486421,0.313633
1058,818,13,"Sports, exercise, and recreation",2299181835,0.023018
1058,818,14,Religious and spiritual activities,505780085,0.005064
1058,818,15,Volunteer activities,701483744,0.007023
1058,818,16,Telephone calls,953204114,0.009543
1058,818,18,Traveling,9621021762,0.09632
1058,818,50,Insufficient detail,926623513,0.009277
1059,819,01,Personal care (incl. sleep),5856008142,0.058627
1059,819,02,Household activities,16155709207,0.161742
1059,819,03,Caring for and helping household members,2690540476,0.026936
1059,819,04,Caring for and helping nonhousehold members,1040658980,0.010418
1059,819,05,Work and work-related activities,11266230120,0.112791
1059,819,06,Education,1610959316,0.016128
1059,819,07,Consumer purchases,2330616814,0.023333
1059,819,08,Professional and personal care services,417618886,0.004181
1059,819,09,Household services,98289007,0.000984
1059,819,10,Government services and civic obligations,4829683,0.000048
1059,819,11,Eating and drinking,12107049171,0.121209
1059,819,12,"Socializing, relaxing, and leisure",31299989432,0.313357
1059,819,13,"Sports, exercise, and recreation",2305716106,0.023083
1059,819,14,Religious and spiritual activities,505780085,0.005064
1059,819,15,Volunteer activities,701483744,0.007023
1059,819,16,Telephone calls,953204114,0.009543
1059,819,18,Traveling,9601848707,0.096128
1059,819,50,Insufficient detail,939436926,0.009405
1060,820,01,Personal care (incl. sleep),5887331545,0.058941
1060,820,02,Household activities,16175543571,0.16194
1060,820,03,Caring for and helping household members,2845648188,0.028489
1060,820,04,Caring for and helping nonhousehold members,1030317141,0.010315
1060,820,05,Work and work-related activities,11181326480,0.111941
1060,820,06,Education,1673677778,0.016756
1060,820,07,Consumer purchases,2223908995,0.022264
1060,820,08,Professional and personal care services,409875691,0.004103
1060,820,09,Household services,92694042,0.000928
1060,820,10,Government services and civic obligations,4829683,0.000048
1060,820,11,Eating and drinking,11981003050,0.119947
1060,820,12,"Socializing, relaxing, and leisure",31986808426,0.320233
1060,820,13,"Sports, exercise, and recreation",2187336944,0.021898
1060,820,14,Religious and spiritual activities,547469966,0.005481
1060,820,15,Volunteer activities,684930550,0.006857
1060,820,16,Telephone calls,953560342,0.009546
1060,820,18,Traveling,9053608680,0.090639
1060,820,50,Insufficient detail,966097844,0.009672
1061,821,01,Personal care (incl. sleep),5860678188,0.058674
1061,821,02,Household activities,16261560827,0.162801
1061,821,03,Caring for and helping household members,2830676431,0.028339
1061,821,04,Caring for and helping nonhousehold members,1030317141,0.010315
1061,821,05,Work and work-related activities,11181326480,0.111941
1061,821,06,Education,1673677778,0.016756
1061,821,07,Consumer purchases,2227288030,0.022298
1061,821,08,Professional and personal care services,399080044,0.003995
1061,821,09,Household services,92694042,0.000928
1061,821,10,Government services and civic obligations,4829683,0.000048
1061,821,11,Eating and drinking,11921725052,0.119353
1061,821,12,"Socializing, relaxing, and leisure",32014654510,0.320512
1061,821,13,"Sports, exercise, and recreation",2187336944,0.021898
1061,821,14,Religious and spiritual activities,547469966,0.005481
1061,821,15,Volunteer activities,684930550,0.006857
1061,821,16,Telephone calls,950009857,0.009511
1061,821,18,Traveling,9051615548,0.090619
1061,821,50,Insufficient detail,966097844,0.009672
1062,822,01,Personal care (incl. sleep),5890862790,0.058976
1062,822,02,Household activities,16257800053,0.162764
1062,822,03,Caring for and helping household members,2863357497,0.028666
1062,822,04,Caring for and helping nonhousehold members,1030317141,0.010315
1062,822,05,Work and work-related activities,11181326480,0.111941
1062,822,06,Education,1673677778,0.016756
1062,822,07,Consumer purchases,2179403660,0.021819
1062,822,08,Professional and personal care services,399080044,0.003995
1062,822,09,Household services,92694042,0.000928
1062,822,10,Government services and civic obligations,4829683,0.000048
1062,822,11,Eating and drinking,11876021457,0.118896
1062,822,12,"Socializing, relaxing, and leisure",32064009096,0.321006
1062,822,13,"Sports, exercise, and recreation",2187336944,0.021898
1062,822,14,Religious and spiritual activities,547469966,0.005481
1062,822,15,Volunteer activities,684930550,0.006857
1062,822,16,Telephone calls,933204790,0.009343
1062,822,18,Traveling,9053549101,0.090639
1062,822,50,Insufficient detail,966097844,0.009672
1063,823,01,Personal care (incl. sleep),5894727139,0.059015
1063,823,02,Household activities,16265188384,0.162838
1063,823,03,Caring for and helping household members,2843297033,0.028465
1063,823,04,Caring for and helping nonhousehold members,1045174558,0.010464
1063,823,05,Work and work-related activities,11181326480,0.111941
1063,823,06,Education,1673677778,0.016756
1063,823,07,Consumer purchases,2159849157,0.021623
1063,823,08,Professional and personal care services,385473500,0.003859
1063,823,09,Household services,92694042,0.000928
1063,823,10,Government services and civic obligations,4829683,0.000048
1063,823,11,Eating and drinking,11831403333,0.118449
1063,823,12,"Socializing, relaxing, and leisure",32073227692,0.321098
1063,823,13,"Sports, exercise, and recreation",2187336944,0.021898
1063,823,14,Religious and spiritual activities,547469966,0.005481
1063,823,15,Volunteer activities,698515288,0.006993
1063,823,16,Telephone calls,933204790,0.009343
1063,823,18,Traveling,9102475304,0.091129
1063,823,50,Insufficient detail,966097844,0.009672
1064,824,01,Personal care (incl. sleep),5894727139,0.059015
1064,824,02,Household activities,16285878484,0.163045
1064,824,03,Caring for and helping household members,2852274597,0.028555
1064,824,04,Caring for and helping nonhousehold members,1045174558,0.010464
1064,824,05,Work and work-related activities,11181326480,0.111941
1064,824,06,Education,1673677778,0.016756
1064,824,07,Consumer purchases,2231883245,0.022344
1064,824,08,Professional and personal care services,385473500,0.003859
1064,824,09,Household services,92694042,0.000928
